Date	Open*	High	Low	Close**	Volume	Market Cap
Jan 30, 2018	1,657.69	1,662.07	1,468.17	1,470.55	649,823,000	28,079,700,000
Jan 29, 2018	1,745.36	1,763.24	1,638.33	1,657.14	362,213,000	29,561,500,000
Jan 28, 2018	1,636.41	1,762.34	1,636.41	1,746.25	580,544,000	27,713,300,000
Jan 27, 2018	1,602.50	1,665.81	1,567.78	1,628.63	441,742,000	27,136,100,000
Jan 26, 2018	1,637.19	1,678.63	1,500.37	1,603.90	594,667,000	27,720,500,000
Jan 25, 2018	1,661.04	1,707.70	1,611.04	1,642.12	522,194,000	28,121,300,000
Jan 24, 2018	1,622.15	1,703.34	1,575.42	1,639.13	488,161,000	27,460,200,000
Jan 23, 2018	1,623.14	1,700.34	1,504.72	1,621.46	578,984,000	27,473,700,000
Jan 22, 2018	1,794.46	1,815.42	1,525.50	1,621.92	681,350,000	30,370,200,000
Jan 21, 2018	2,033.70	2,033.70	1,733.99	1,776.64	745,179,000	34,415,500,000
Jan 20, 2018	1,784.26	2,124.45	1,780.45	2,032.12	1,116,240,000	30,191,500,000
Jan 19, 2018	1,740.17	1,870.78	1,723.87	1,769.62	743,247,000	29,442,200,000
Jan 18, 2018	1,752.27	1,893.47	1,696.25	1,756.75	1,024,060,000	29,643,600,000
Jan 17, 2018	1,767.58	1,875.08	1,361.02	1,748.05	1,457,730,000	29,899,500,000
Jan 16, 2018	2,406.86	2,406.86	1,555.97	1,772.07	1,704,030,000	40,708,800,000
Jan 15, 2018	2,541.58	2,576.13	2,328.31	2,401.54	1,412,360,000	42,983,500,000
Jan 14, 2018	2,687.10	2,746.61	2,490.04	2,553.32	993,310,000	45,439,500,000
Jan 13, 2018	2,617.66	2,850.27	2,589.03	2,685.29	1,218,570,000	44,260,300,000
Jan 12, 2018	2,475.90	2,648.23	2,413.33	2,620.99	1,110,220,000	41,859,100,000
Jan 11, 2018	2,891.55	2,976.49	2,396.84	2,462.61	1,947,950,000	48,880,800,000
Jan 10, 2018	2,390.02	2,961.20	2,332.48	2,895.38	2,578,810,000	40,398,000,000
Jan 09, 2018	2,412.36	2,502.87	2,346.68	2,391.56	1,084,750,000	40,770,900,000
Jan 08, 2018	2,786.60	2,810.32	2,275.07	2,421.47	1,428,900,000	47,091,600,000
Jan 07, 2018	2,784.68	3,071.16	2,730.31	2,786.88	1,444,780,000	47,054,000,000
Jan 06, 2018	2,583.71	2,829.69	2,481.36	2,786.65	1,669,160,000	43,653,200,000
Jan 05, 2018	2,400.74	2,648.32	2,370.59	2,584.48	2,115,710,000	40,557,600,000
Jan 04, 2018	2,608.87	2,610.20	2,359.30	2,430.18	5,377,260,000	44,069,100,000
Jan 03, 2018	2,700.55	2,958.47	2,592.56	2,608.69	4,688,840,000	45,613,300,000
Jan 02, 2018	2,434.50	2,867.14	2,434.50	2,711.00	1,831,230,000	41,114,800,000
Jan 01, 2018	2,534.82	2,534.86	2,389.52	2,432.54	922,813,000	42,804,800,000
Dec 31, 2017	2,376.96	2,627.95	2,350.03	2,533.01	1,300,820,000	40,134,900,000
Dec 30, 2017	2,791.55	2,791.55	2,329.47	2,392.41	1,257,760,000	47,129,800,000
Dec 29, 2017	2,587.30	2,922.41	2,389.04	2,779.95	2,479,420,000	43,677,000,000
Dec 28, 2017	2,888.64	2,896.78	2,481.30	2,566.64	3,221,300,000	48,758,700,000
Dec 27, 2017	3,108.32	3,108.32	2,771.05	2,889.52	1,406,450,000	52,461,200,000
Dec 26, 2017	2,947.74	3,112.64	2,915.80	3,108.89	1,544,430,000	49,745,700,000
Dec 25, 2017	2,929.35	3,099.62	2,755.60	2,954.69	1,355,440,000	49,430,800,000
Dec 24, 2017	3,260.55	3,260.55	2,573.44	2,903.12	1,712,160,000	55,013,200,000
Dec 23, 2017	2,746.95	3,479.71	2,684.82	3,257.08	2,843,310,000	46,342,000,000
Dec 22, 2017	3,324.00	3,369.55	1,938.36	2,696.69	3,877,770,000	56,071,800,000
Dec 21, 2017	3,909.00	3,909.00	3,038.01	3,267.17	3,664,330,000	65,933,700,000
Dec 20, 2017	2,825.03	4,355.62	2,825.03	3,923.07	11,889,600,000	47,644,600,000
Dec 19, 2017	2,199.06	2,918.93	2,160.92	2,805.89	3,913,340,000	37,083,300,000
Dec 18, 2017	1,869.21	2,353.64	1,799.12	2,196.64	2,538,650,000	31,516,900,000
Dec 17, 2017	1,812.33	1,939.93	1,806.65	1,862.88	1,020,590,000	30,554,500,000
Dec 16, 2017	1,824.85	1,890.06	1,769.50	1,801.88	971,255,000	30,762,600,000
Dec 15, 2017	1,974.66	1,974.66	1,678.06	1,815.43	1,457,230,000	33,284,800,000
Dec 14, 2017	1,600.67	2,080.41	1,593.15	1,966.14	2,717,410,000	26,977,700,000
Dec 13, 2017	1,616.99	1,702.53	1,497.94	1,607.65	1,245,190,000	27,249,600,000
Dec 12, 2017	1,427.38	1,638.29	1,427.38	1,615.03	1,386,250,000	24,051,800,000
Dec 11, 2017	1,320.00	1,453.49	1,316.85	1,423.38	922,792,000	22,239,900,000
Dec 10, 2017	1,411.84	1,411.84	1,226.21	1,323.07	885,886,000	23,784,900,000
Dec 09, 2017	1,464.63	1,526.40	1,353.90	1,410.06	1,059,610,000	24,671,600,000
Dec 08, 2017	1,329.16	1,731.32	1,247.93	1,464.13	2,553,980,000	22,386,700,000
Dec 07, 2017	1,430.71	1,454.73	1,323.75	1,330.93	1,285,210,000	24,095,900,000
Dec 06, 2017	1,498.49	1,530.65	1,396.16	1,430.10	1,154,620,000	25,234,400,000
Dec 05, 2017	1,580.16	1,623.16	1,498.00	1,501.85	1,032,800,000	26,606,900,000
Dec 04, 2017	1,560.16	1,580.11	1,498.98	1,576.92	780,634,000	26,267,300,000
Dec 03, 2017	1,435.36	1,649.30	1,420.60	1,559.93	1,476,740,000	24,163,600,000
Dec 02, 2017	1,462.06	1,502.37	1,415.49	1,434.98	574,510,000	24,610,500,000
Dec 01, 2017	1,381.81	1,482.68	1,300.46	1,462.68	965,151,000	23,257,100,000
Nov 30, 2017	1,380.36	1,468.75	1,222.10	1,389.78	1,211,730,000	23,230,400,000
Nov 29, 2017	1,541.63	1,673.23	1,332.14	1,359.71	2,345,250,000	25,941,800,000
Nov 28, 2017	1,621.17	1,629.48	1,543.08	1,546.18	1,274,880,000	27,277,200,000
Nov 27, 2017	1,722.93	1,742.40	1,607.79	1,622.57	1,391,460,000	28,986,800,000
Nov 26, 2017	1,571.39	1,758.61	1,563.35	1,735.66	1,593,050,000	26,434,500,000
Nov 25, 2017	1,634.00	1,656.55	1,535.77	1,571.27	1,560,040,000	27,484,900,000
Nov 24, 2017	1,651.86	1,782.83	1,575.76	1,648.51	3,128,960,000	27,782,400,000
Nov 23, 2017	1,302.23	1,683.81	1,299.95	1,683.81	4,112,090,000	21,899,400,000
Nov 22, 2017	1,175.06	1,335.25	1,171.60	1,303.31	1,517,620,000	19,758,600,000
Nov 21, 2017	1,220.78	1,224.15	1,140.88	1,176.97	772,859,000	20,525,100,000
Nov 20, 2017	1,172.43	1,236.01	1,167.28	1,236.01	800,053,000	19,710,200,000
Nov 19, 2017	1,260.95	1,262.34	1,144.08	1,172.05	1,285,910,000	21,196,200,000
Nov 18, 2017	1,197.43	1,388.11	1,197.43	1,254.53	3,053,770,000	20,125,900,000
Nov 17, 2017	909.16	1,217.42	863.98	1,185.48	3,203,430,000	15,279,000,000
Nov 16, 2017	1,202.17	1,210.36	876.57	900.78	2,034,690,000	20,202,000,000
Nov 15, 2017	1,269.79	1,326.39	1,191.98	1,212.40	1,321,780,000	21,335,600,000
Nov 14, 2017	1,346.73	1,390.21	1,211.39	1,273.53	1,697,910,000	22,626,200,000
Nov 13, 2017	1,381.82	1,501.16	1,043.00	1,353.99	4,850,570,000	23,214,700,000
Nov 12, 2017	1,346.97	2,477.65	1,215.58	1,388.86	8,371,320,000	22,614,400,000
Nov 11, 2017	1,001.64	1,403.66	910.72	1,340.45	5,139,770,000	16,807,400,000
Nov 10, 2017	651.78	1,034.77	651.78	1,007.42	5,195,420,000	10,933,000,000
Nov 09, 2017	622.31	670.14	619.26	654.30	710,387,000	10,437,700,000
Nov 08, 2017	615.24	646.38	565.60	622.46	837,646,000	10,317,500,000
Nov 07, 2017	602.68	626.21	602.45	616.30	375,367,000	10,105,200,000
Nov 06, 2017	630.31	657.34	602.65	602.65	794,105,000	10,566,600,000
Nov 05, 2017	619.91	635.72	579.13	630.70	816,028,000	10,390,900,000
Nov 04, 2017	635.35	642.05	571.12	620.45	1,161,370,000	10,647,200,000
Nov 03, 2017	587.32	684.53	577.86	625.32	1,682,210,000	9,839,760,000
Nov 02, 2017	527.68	610.39	514.52	587.22	1,632,060,000	8,840,010,000
Nov 01, 2017	438.30	538.26	437.91	531.83	1,152,230,000	7,342,250,000
Oct 31, 2017	449.37	454.07	431.76	439.05	343,799,000	7,527,260,000
Oct 30, 2017	458.45	478.42	417.62	448.23	796,409,000	7,679,000,000
Oct 29, 2017	420.47	526.12	408.40	451.92	2,002,440,000	7,042,260,000
Oct 28, 2017	369.54	425.45	369.06	423.35	781,037,000	6,183,520,000
Oct 27, 2017	338.30	372.81	338.24	367.57	501,989,000	5,655,870,000
Oct 26, 2017	332.11	350.94	331.21	338.21	234,967,000	5,550,700,000
Oct 25, 2017	326.59	334.38	320.38	332.13	151,935,000	5,457,720,000
Oct 24, 2017	315.90	340.46	311.48	326.89	267,442,000	5,278,410,000
Oct 23, 2017	330.67	332.28	309.87	315.60	191,558,000	5,524,790,000
Oct 22, 2017	323.50	355.52	323.50	331.66	355,546,000	5,405,020,000
Oct 21, 2017	326.75	328.46	317.46	323.36	129,938,000	5,458,980,000
Oct 20, 2017	330.90	332.98	323.08	327.44	160,204,000	5,527,860,000
Oct 19, 2017	339.27	339.27	326.27	330.81	195,578,000	5,667,070,000
Oct 18, 2017	373.65	376.18	313.77	339.17	477,184,000	6,240,990,000
Oct 17, 2017	313.70	394.96	309.65	371.73	1,008,160,000	5,239,520,000
Oct 16, 2017	315.26	318.02	310.52	313.64	117,797,000	5,265,400,000
Oct 15, 2017	322.42	323.59	307.68	314.95	133,385,000	5,384,760,000
Oct 14, 2017	321.54	327.42	317.35	321.96	164,137,000	5,369,720,000
Oct 13, 2017	314.15	323.08	304.38	321.46	288,210,000	5,242,630,000
Oct 12, 2017	315.47	330.13	310.71	313.21	262,066,000	5,262,390,000
Oct 11, 2017	320.20	321.27	312.13	314.90	131,577,000	5,341,000,000
Oct 10, 2017	313.22	352.02	311.70	321.59	367,809,000	5,224,170,000
Oct 09, 2017	342.76	342.76	289.04	314.16	288,075,000	5,716,320,000
Oct 08, 2017	360.09	362.46	337.00	342.21	203,754,000	6,004,940,000
Oct 07, 2017	363.60	364.88	356.07	360.78	91,004,000	6,062,860,000
Oct 06, 2017	355.44	371.28	354.96	363.01	182,031,000	5,926,540,000
Oct 05, 2017	358.42	371.19	348.45	355.75	268,341,000	5,971,260,000
Oct 04, 2017	404.20	404.45	354.55	358.45	251,584,000	6,729,640,000
Oct 03, 2017	421.79	421.79	395.74	404.18	130,247,000	7,022,370,000
Oct 02, 2017	415.87	430.86	411.84	421.19	219,590,000	6,921,580,000
Oct 01, 2017	433.38	436.94	415.15	415.15	164,290,000	7,207,770,000
Sep 30, 2017	436.65	445.62	432.53	432.63	150,565,000	7,258,880,000
Sep 29, 2017	447.66	447.92	426.99	436.78	148,725,000	7,441,960,000
Sep 28, 2017	456.71	465.20	433.50	447.81	300,421,000	7,592,000,000
Sep 27, 2017	441.86	460.00	439.41	457.31	197,885,000	7,343,490,000
Sep 26, 2017	445.36	458.25	441.83	441.83	165,303,000	7,400,020,000
Sep 25, 2017	419.65	450.13	419.65	445.80	302,272,000	6,971,280,000
Sep 24, 2017	428.80	433.04	419.25	421.03	114,527,000	7,121,950,000
Sep 23, 2017	415.31	432.96	407.45	428.50	189,127,000	6,895,970,000
Sep 22, 2017	417.92	435.45	402.77	415.09	241,905,000	6,937,170,000
Sep 21, 2017	475.83	480.01	413.75	416.26	316,731,000	7,898,300,000
Sep 20, 2017	526.74	527.72	471.09	476.05	669,264,000	8,741,670,000
Sep 19, 2017	480.64	550.41	450.05	527.88	802,321,000	7,975,010,000
Sep 18, 2017	422.09	479.69	422.09	479.32	458,550,000	7,001,640,000
Sep 17, 2017	438.90	438.90	384.06	419.86	221,828,000	7,279,520,000
Sep 16, 2017	424.49	450.98	388.20	440.22	313,583,000	7,039,590,000
Sep 15, 2017	369.49	448.39	301.69	424.02	707,231,000	6,126,800,000
Sep 14, 2017	504.22	510.47	367.04	367.04	257,431,000	8,359,650,000
